game_id,game_date,table_id,game_duration,final_score_red,final_score_blue,winner,player_id,player_name,player_canonical_name,player_age,player_goals,team_color
G005659,23-07-05,T16,,8,10,Blue,P0006,Ethan Blanc,Ethan Blanc,16,4,Blue
G004385,25-03-25,T22,00:51:20,7,7,,P0789,Ana,Ana Martin,20,1,Red
G014450,25-06-17,T05,00:50:28,9,9,,P0156,Camille N.,Camille Nakamura,21,4,Blue
G007908,25-01-31,T12,00:55:05,6,1,Red,P0572,Mateo,Mateo Girard,,0,Blue
G012975,24-09-13,T02,,7,5,Red,P0250,Mohamed Richard,Mohamed Richard,,5,Blue
G021976,23-06-11,T09,00:18:41,8,7,Red,P0210,Laurent Emma,Emma Laurent,21,3,Blue
G014580,25-12-27,T28,00:12:00,6,3,Red,P0290,Olivia Laurent,Olivia Laurent,20,3,Blue
G020601,23-04-20,T27,,7,10,Blue,P0601,C. Moreau,Carlos Moreau,21,7,Blue
G008228,24-02-22,T28,,10,8,,P0793,Emma Andre,Emma Andre,,3,Red
G012218,24-08-13,T08,00:11:00,6,8,Blue,P0072,Taylor Garnier,Taylor Garnier,,4,Blue
G002589,24-03-30,T24,00:17:00,1,1,,P0075,Mila C.,Mila Clement,20,1,Red
G015008,24-03-09,T27,00:59:24,7,4,Red,P0696,Sofia,Sofia Leroy,,3,
G023971,25-07-16,T15,00:40:54,7,8,Blue,P0154,Julie M.,Julie Morel,29,7,Red
G006317,24-12-17,T03,00:16:00,7,9,Blue,P0382,Moreau Julie,Julie Moreau,,2,
G019283,25-10-07,T11,00:28:23,4,,,P0540,Sam N.,Sam Nakamura,20,4,Blue
G002537,25-07-27,T01,00:53:12,5,8,Blue,P0743,A. Robert,Antoine Robert,,1,Red
G015487,23-03-03,T17,,0,10,Blue,P0138,J. Garcia,Jordan Garcia,20,0,Red
G007718,24-11-15,T06,00:14:02,4,2,Red,P0456,Ethan Rousseau,Ethan Rousseau,20,2,Red
G012842,24-01-07,T04,,0,4,Blue,P0166,Ethan Rossi,Ethan Rossi,,4,Blue
G022901,23-06-02,T30,00:53:42,10,5,Red,P0186,M. Garnier,Mila Garnier,21,5,Blue
G005440,25-12-05,T04,,1,7,Blue,P0510,Noah Moreau,Noah Moreau,41,0,Red
G001894,23-04-18,T14,00:59:27,3,6,Blue,P0655,Lucas P.,Lucas Petit,,3,Blue
G024822,24-02-08,T30,00:35:51,4,8,Blue,P0567,Camille Kovacs,Camille Kovacs,,3,Blue
G005029,24-06-09,T04,00:12:00,2,1,Red,P0519,Sofia Silva,Sofia Silva,21,0,Red
G007374,23-09-29,T30,00:10:00,6,6,,P0301,Laurent. Chris,Chris Laurent,44,3,Red
G024123,25-08-20,T09,,4,,Red,P0696,Sofia Leroy,Sofia Leroy,,0,Blue
G022047,25-01-12,T09,00:09:00,5,7,Blue,P0165,Durand Noah,Noah Durand,,2,Blue
G005572,23-12-27,T04,00:59:30,1,0,Red,P0567,C. Kovacs,Camille Kovacs,43,0,Red
G018910,24-10-24,T11,00:19:00,5,10,Blue,P0258,Taylor Bianchi,Taylor Bianchi,31,3,Red
G022839,25-06-25,T25,,0,10,Blue,P0301,Chris,Chris Laurent,26,0,Red
G024143,25-03-25,T12,,5,2,Red,P0239,Kovacs Hugo,Hugo Kovacs,20,1,Blue
G020013,23-11-10,T07,00:23:54,7,3,Red,P0415,Carlos Lopez,Carlos Lopez,27,1,Blue
G015150,25-04-22,T02,00:17:00,1,5,Blue,P0324,Casey,Casey Faure,21,0,Red
G008896,23-05-27,T06,00:46:31,4,1,Red,P0008,Chris Robert,Chris Robert,21,0,Blue
G006888,24-10-18,T12,,10,10,,P0611,Lena Kim,Lena Kim,20,3,Blue
G018727,23-04-14,T12,00:43:08,5,0,Red,P0292,Eric Laurent,Eric Laurent,21,4,Red
G019574,25-03-09,T07,,9,8,Red,P0360,Maria S.,Maria Schmidt,21,3,Red
G014008,24-01-26,T06,,6,10,Blue,P0111,Mateo Silva,Mateo Silva,21,5,Blue
G005589,24-05-27,T01,00:13:44,4,3,Red,P0149,Isabella B.,Isabella Bernard,20,0,Blue
G019164,24-12-09,T02,00:35:29,10,9,Red,P0178,Olivia Richard,Olivia Richard,,3,Blue
G015465,25-04-16,T23,,4,2,,P0385,Maria Durand,Maria Durand,21,1,Blue
G024139,25-06-01,T07,00:27:40,9,,,P0686,Liam Andre,Liam Andre,42,5,Red
G017430,23-12-11,T29,00:16:00,9,3,Red,P0380,Pierre Leroy,Pierre Leroy,20,3,Blue
G004886,23-05-26,T07,,8,8,,P0558,M. Kovacs,Morgan Kovacs,,0,Red
G001223,25-12-18,T15,,7,10,Blue,P0108,Ava,Ava Blanc,26,2,Red
G006221,24-09-12,T26,,0,5,Blue,P0445,Mateo,Mateo Martin,21,4,Blue
G022874,25-06-29,T28,00:13:55,7,6,Red,P0275,Maria Garcia,Maria Garcia,,2,Red
G007655,23-05-20,T19,,2,2,,P0688,Mateo,Mateo Andre,20,1,Blue
G016578,23-11-06,T30,,0,8,Blue,P0594,Hugo,Hugo Faure,,0,Red
G023109,24-03-31,T24,00:10:13,3,0,Red,P0272,Durand Mila,Mila Durand,,0,Blue
G022210,23-05-23,T17,00:07:00,5,7,Blue,P0410,Casey Schmidt,Casey Schmidt,20,3,Red
G005738,24-02-01,T09,00:16:00,6,6,,P0231,Antoine N.,Antoine Nakamura,20,6,Blue
G018563,24-05-07,T05,00:19:00,6,,,P0451,Youssef,Youssef Faure,21,4,Red
G001604,24-05-01,T16,,6,0,,P0159,Julien. Moreau,Julien Moreau,20,0,Blue
G020184,23-12-25,T07,,4,7,Blue,P0615,Julien Richard,Julien Richard,,4,Red
G020100,23-10-04,T01,,0,5,Blue,P0286,Jamie Robert,Jamie Robert,35,2,Blue
G006204,24-11-05,T28,00:38:11,9,6,Red,P0008,Chris R.,Chris Robert,25,4,Blue
G020153,23-01-14,T19,00:20:00,0,0,,P0072,Taylor Garnier,Taylor Garnier,,0,Red
G024322,25-09-16,T22,,8,8,,P0525,Clement Casey,Casey Clement,20,0,Blue
G012843,23-12-23,T21,,2,4,Blue,P0312,Julie. Nakamura,Julie Nakamura,21,0,Red
G012703,25-01-15,T28,,10,3,Red,P0275,Maria Garcia,Maria Garcia,20,3,Blue
G007847,23-06-21,T24,,2,7,Blue,P0707,Casey Faure,Casey Faure,21,2,Red
G002629,24-08-06,T22,00:52:19,5,4,Red,P0044,Leo Clement,Leo Clement,,0,Red
G023704,23-07-11,T08,,1,4,Blue,P0584,Leo Laurent,Leo Laurent,,1,Red
G008200,23-04-12,T22,,10,,Red,P0771,Pierre Philippe,Pierre Philippe,21,7,Blue
G005791,24-08-09,T12,,3,3,,P0181,Chris Blanc,Chris Blanc,20,2,
G022384,23-11-11,T11,,7,7,,P0400,Leo Laurent,Leo Laurent,,5,Red
G006338,24-04-02,T24,,7,8,Blue,P0422,Lucas Rossi,Lucas Rossi,,0,Red
G011443,23-11-02,T28,00:38:42,7,4,Red,P0748,Luc Durand,Luc Durand,17,1,Blue
G019523,23-07-03,T28,00:13:00,7,9,Blue,P0496,Chris Richard,Chris Richard,,7,Blue
G019748,23-09-21,T11,00:08:00,2,4,Blue,P0455,Laurent Hugo,Hugo Laurent,,2,Red
G018907,24-09-07,T29,,7,0,Red,P0097,Chloe R.,Chloe Richard,20,1,Red
G018032,23-07-07,T17,,2,10,Blue,P0521,Kim Liam,Liam Kim,43,6,Blue
G002828,23-02-14,T23,,1,2,Blue,P0469,Noah Rossi,Noah Rossi,21,1,Red
G014363,24-04-07,T20,,3,10,Blue,P0503,Ana Laurent,Ana Laurent,,0,Blue
G007673,25-08-19,T19,00:08:00,9,3,,P0056,Pierre,Pierre Robert,35,4,Red
G004903,23-03-13,T23,,9,6,Red,P0154,Julie Morel,Julie Morel,,6,Blue
G002871,25-10-27,T04,00:07:00,5,7,Blue,P0367,Camille R.,Camille Rossi,,5,Blue
G002947,24-07-11,T10,,2,5,Blue,P0196,Luc Nakamura,Luc Nakamura,,2,Blue
G020993,25-05-02,T06,,4,6,Blue,P0273,Sarah,Sarah Philippe,21,3,Blue
G014328,24-05-18,T16,00:16:00,7,5,Red,P0778,A. Girard,Antoine Girard,20,6,Red
G002547,23-01-07,T01,,9,6,Red,P0043,Taylor A.,Taylor Andre,,3,Red
G022158,25-11-18,T10,00:34:31,9,8,Red,P0206,Moreau Jamie,Jamie Moreau,21,2,Red
G021353,24-01-23,T20,,2,2,,P0547,E. Mercier,Emma Mercier,20,1,Blue
G022968,25-07-21,T12,00:33:48,4,0,Red,P0533,Sofia Faure,Sofia Faure,,0,Blue
G019322,24-07-20,T24,00:15:00,2,3,Blue,P0088,C. Andre,Carlos Andre,36,2,Blue
G006892,25-05-30,T20,00:07:00,6,3,,P0113,Antoine,Antoine Faure,,0,Red
G016200,25-02-08,T14,,7,2,Red,P0487,Paul Petit,Paul Petit,20,1,Blue
G007410,25-10-29,T29,,10,7,Red,P0180,Sam Andre,Sam Andre,,2,Red
G002257,24-04-01,T27,00:50:13,2,9,Blue,P0206,Jamie M.,Jamie Moreau,,0,Blue
G012198,24-06-08,T17,00:17:00,9,,Blue,P0425,Maria,Maria Bianchi,20,7,Red
G014127,23-03-23,T26,,10,5,Red,P0119,Liam,Liam Mercier,29,5,Blue
G006802,25-11-29,T21,00:08:00,9,6,Red,P0441,E. Nakamura,Emma Nakamura,21,6,Blue
G016214,23-07-05,T08,,4,10,Blue,P0652,Sarah Thomas,Sarah Thomas,20,3,Red
G023850,25-07-26,T14,,0,7,Blue,P0210,Emma Laurent,Emma Laurent,,0,Blue
G006280,24-10-14,T25,00:14:15,10,7,Red,P0345,Liam Garnier,Liam Garnier,20,2,Red
G016853,25-03-02,T05,00:14:00,6,5,Red,P0214,Youssef M.,Youssef Moreau,20,5,Blue
G006058,24-10-22,T23,,10,1,Red,P0346,Riley,Riley Silva,,0,Red
G010319,25-03-07,T13,00:29:25,10,7,Red,P0430,H. Muller,Hugo Muller,20,6,Red
G000635,25-06-12,T19,,9,4,Red,P0094,Pierre Morel,Pierre Morel,22,2,Blue
G021078,23-12-16,T18,00:20:00,9,0,Red,P0514,Leo Philippe,Leo Philippe,21,0,Blue
G009404,24-03-15,T21,,6,7,Blue,P0151,Muller Maria,Maria Muller,,2,Red
G000277,24-08-02,T06,,9,0,Red,P0671,Sarah Silva,Sarah Silva,21,0,Blue
G021840,24-05-28,T23,,10,9,,P0225,Clement Riley,Riley Clement,20,8,Blue
G015634,23-09-28,T04,00:12:00,2,,,P0191,Andre Lena,Lena Andre,,2,Blue
G018392,23-09-22,T07,,10,4,Red,P0716,Antoine Garcia,Antoine Garcia,20,2,Blue
G004231,24-01-01,T28,00:55:58,0,7,Blue,P0241,L. Nakamura,Lucas Nakamura,16,0,Blue
G007402,25-10-31,T30,,5,3,Red,P0371,Maria Philippe,Maria Philippe,,1,Blue
G010082,24-11-21,T18,00:13:00,6,1,,P0619,Julien Garnier,Julien Garnier,20,1,Blue
G000726,23-02-07,T10,,8,3,,P0655,L. Petit,Lucas Petit,24,0,Blue
G019315,25-06-03,T16,00:26:38,3,7,Blue,P0455,Hugo,Hugo Laurent,,0,Red
G024004,25-01-02,T26,00:31:43,3,4,Blue,P0655,Lucas Petit,Lucas Petit,21,4,Blue
G017285,25-05-07,T26,00:38:23,1,,,P0253,Chloe,Chloe Muller,20,1,Red
G002722,24-03-14,T30,,5,5,,P0754,J. Schmidt,Jordan Schmidt,36,5,Red
G009679,24-07-20,T12,00:34:40,3,2,Red,P0377,Jordan M.,Jordan Moreau,,1,Red
G006372,25-03-07,T07,00:15:42,7,2,,P0351,Jordan Robert,Jordan Robert,20,2,Blue
G015185,23-05-30,T22,00:19:00,6,4,Red,P0754,Jordan,Jordan Schmidt,32,5,Red
G005766,25-08-26,T25,00:20:00,0,9,Blue,P0067,Youssef Martin,Youssef Martin,,0,Red
G018432,23-08-23,T04,,8,0,Red,P0607,Maria M.,Maria Morel,20,8,Red
G014056,25-12-07,T03,,4,0,,P0630,Mohamed Schmidt,Mohamed Schmidt,21,4,Red
G009971,24-05-18,T06,,1,,,P0007,Sam Philippe,Sam Philippe,,4,Blue
G024530,23-11-03,T30,,3,7,Blue,P0029,Laurent Isabella,Isabella Laurent,38,1,Red
G021094,24-04-05,T14,00:47:02,7,6,Red,P0498,Julie A.,Julie Andre,20,3,Blue
G009729,23-02-08,T17,00:12:00,1,5,Blue,P0537,Clement Carlos,Carlos Clement,21,0,Blue
G008521,23-04-04,T07,00:15:00,2,4,Blue,P0463,Chloe Moreau,Chloe Moreau,20,4,Blue
G012316,23-10-25,T16,00:39:12,10,3,Red,P0055,Olivia,Olivia Nakamura,,3,Blue
G022832,24-10-06,T21,00:27:22,7,8,Blue,P0074,Girard Lena,Lena Girard,,2,Blue
G005591,25-06-07,T22,,0,,,P0445,Mateo Martin,Mateo Martin,21,0,Red
G023878,25-08-03,T04,,8,6,Red,P0227,Antoine M.,Antoine Mercier,,4,Red
G022082,25-08-11,T02,00:43:11,2,3,Blue,P0559,L. Leroy,Leo Leroy,21,3,Blue
G017616,24-08-13,T29,,7,7,,P0465,Mateo Leroy,Mateo Leroy,,0,Red
G010497,24-03-11,T11,,4,,Red,P0447,Julie Morel,Julie Morel,21,3,Blue
G019922,23-09-15,T07,00:05:31,10,2,,P0256,M. Garnier,Mateo Garnier,20,0,Red
G003846,25-04-25,T03,00:05:00,3,8,Blue,P0262,Alex Bernard,Alex Bernard,,ten,Red
G005348,24-03-11,T07,00:18:00,8,3,Red,P0591,Sofia,Sofia Girard,21,0,Blue
G011227,25-06-04,T24,00:12:00,10,3,Red,P0400,Laurent Leo,Leo Laurent,20,4,Red
G002582,23-04-05,T24,,3,,Red,P0075,Mila Clement,Mila Clement,30,0,Red
G014687,25-11-23,T27,,9,1,Red,P0281,Chloe Girard,Chloe Girard,26,0,Red
G002804,23-02-18,T15,,10,1,Red,P0295,Ethan Andre,Ethan Andre,20,1,Blue
G006624,25-10-20,T25,00:18:31,6,5,Red,P0745,H. Kovacs,Hugo Kovacs,,1,Red
G014191,23-06-02,T22,00:17:37,3,7,Blue,P0154,Morel Julie,Julie Morel,20,2,Red
G002194,24-07-13,T04,00:31:28,6,4,,P0468,Lucas Robert,Lucas Robert,,0,Red
G011829,23-01-30,T12,00:16:00,9,4,Red,P0277,Sarah Martin,Sarah Martin,29,3,Red
G003214,25-07-02,T10,,4,9,Blue,P0686,Liam Andre,Liam Andre,,8,Blue
G008847,25-03-05,T21,,8,2,Red,P0371,Maria Philippe,Maria Philippe,21,2,Red
G016184,25-09-12,T28,00:06:00,7,8,Blue,P0328,Ava,Ava Leroy,21,4,Red
G022658,24-04-10,T22,,6,1,,P0680,Camille Moreau,Camille Moreau,20,1,Blue
G020610,24-01-12,T28,00:07:00,6,,Blue,P0752,Noah,Noah Lopez,20,4,Blue
G002045,24-11-23,T30,,7,1,Red,P0078,Maria B.,Maria Bianchi,,3,Red
G009862,24-11-16,T22,00:13:00,7,4,Red,P0623,Paul,Paul Kovacs,21,1,Blue
G018344,25-12-10,T29,00:26:34,8,5,Red,P0716,Antoine Garcia,Antoine Garcia,20,1,Blue
G016125,23-04-16,T18,00:49:42,2,7,Blue,P0758,Taylor Muller,Taylor Muller,20,0,Blue
G020653,23-11-09,T07,00:08:00,10,7,Red,P0305,Hugo Garcia,Hugo Garcia,,2,
G015986,25-12-02,T02,,0,4,Blue,P0617,Pierre R.,Pierre Rossi,20,1,Blue
G006113,23-09-30,T21,,5,10,Blue,P0522,Schmidt Mila,Mila Schmidt,19,2,Blue
G022312,24-12-27,T21,,5,1,Red,P0532,Olivia Kim,Olivia Kim,,2,Red
G019819,24-02-28,T14,00:12:15,7,10,Blue,P0288,J. Garcia,Julien Garcia,41,5,Blue
G009822,24-08-05,T03,00:22:03,3,0,Red,P0190,Taylor. Philippe,Taylor Philippe,21,0,Blue
G002812,23-03-05,T29,,6,1,,P0562,Camille Muller,Camille Muller,,0,Blue
G006597,25-07-16,T29,,0,8,Blue,P0580,Y. Bernard,Youssef Bernard,21,0,Red
G011071,24-09-28,T20,,1,2,Blue,P0680,Camille Moreau,Camille Moreau,21,0,Red
G015147,25-01-07,T15,00:15:00,9,8,Red,P0052,Pierre,Pierre Garnier,,9,Red
G016338,25-12-15,T08,,2,7,Blue,P0546,Alex Bianchi,Alex Bianchi,,0,Blue
G004151,25-04-08,T04,00:36:12,0,2,Blue,P0022,Morgan Rousseau,Morgan Rousseau,20,0,Red
G022111,24-11-20,T26,,4,10,Blue,P0711,Isabella Rousseau,Isabella Rousseau,20,1,Blue
G011838,25-12-08,T23,00:32:48,3,6,Blue,P0154,Julie Morel,Julie Morel,27,3,Red
G011339,23-01-20,T17,00:09:00,1,10,Blue,P0433,Mercier Lena,Lena Mercier,28,4,Blue
G011605,23-01-16,T29,00:20:00,7,0,Red,P0265,Sam Bernard,Sam Bernard,,0,Blue
G002516,23-08-03,T15,,4,9,Blue,P0441,Emma Nakamura,Emma Nakamura,21,0,Blue
G023902,25-03-28,T08,00:16:00,9,7,Red,P0162,Isabella Garcia,Isabella Garcia,22,0,Blue
G016274,25-01-24,T23,00:07:00,4,8,Blue,P0669,Luc M.,Luc Mercier,,5,Blue
G007728,25-06-30,T09,00:40:33,6,4,Red,P0300,Leo,Leo Garcia,20,4,Blue
g018239,25-07-11,T05,00:18:00,0,8,Blue,P0162,I. Garcia,Isabella Garcia,21,0,Red
G023595,24-04-14,T29,,9,7,Red,P0154,Julie M.,Julie Morel,17,3,Red
G004357,24-08-17,T15,,1,8,Blue,P0773,Jordan Thomas,Jordan Thomas,29,4,Blue
G004043,25-06-14,T04,,4,9,Blue,P0013,Liam Faure,Liam Faure,,4,Blue
G015836,23-01-31,T27,00:14:22,9,4,,P0274,Kim Diego,Diego Kim,,9,Red
G003424,24-03-10,T03,,0,7,Blue,P0472,Diego Andre,Diego Andre,,one,Blue
G015537,25-06-18,T27,,10,3,Red,P0311,Faure Taylor,Taylor Faure,20,3,Red
G011303,25-08-13,T04,00:33:01,4,0,Red,P0762,Schmidt Riley,Riley Schmidt,21,1,Red
G021103,23-11-24,T12,,7,6,Red,P0587,Chris Richard,Chris Richard,21,0,Blue
G005714,23-05-19,T12,,7,2,Red,P0186,Mila Garnier,Mila Garnier,33,1,Blue
G015558,25-01-01,T27,,6,8,Blue,P0118,Ethan Clement,Ethan Clement,,4,Red
G014404,25-01-24,T07,,9,10,Blue,P0200,Ana Muller,Ana Muller,22,2,Red
G013361,23-12-02,T12,,1,5,Blue,P0744,Ana Faure,Ana Faure,,0,Red
G011962,24-01-20,T14,00:24:44,3,8,Blue,P0263,Mila,Mila Petit,21,3,Red
G009193,25-05-21,T19,00:59:38,7,3,Red,P0157,Jordan. Petit,Jordan Petit,,4,Red
G020343,25-06-30,T16,00:07:00,6,8,Blue,P0559,Leo Leroy,Leo Leroy,,1,Red
G019275,24-07-01,T16,,2,3,Blue,P0129,Maria Thomas,Maria Thomas,21,0,Blue
G023099,23-02-25,T14,,1,7,Blue,P0379,N. Faure,Noah Faure,21,0,Red
G011049,23-01-14,T02,00:06:00,1,1,,P0229,Sarah Thomas,Sarah Thomas,17,1,Blue
G017608,24-11-27,T27,00:18:00,4,,,P0156,Camille Nakamura,Camille Nakamura,21,2,Blue
G007796,23-08-29,T08,00:07:52,8,4,Red,P0474,Mateo Laurent,Mateo Laurent,30,0,Blue
G002196,23-03-10,T16,00:13:00,9,0,,P0142,Morgan R.,Morgan Richard,21,8,Red
G014538,23-09-18,T07,,9,9,,P0420,Lena Silva,Lena Silva,20,3,Red
G021408,25-01-08,T13,,4,,,P0458,Diego Rousseau,Diego Rousseau,,0,Blue
G009855,23-09-30,T06,00:14:00,8,3,,P0296,Faure Pierre,Pierre Faure,20,8,Red
G018500,24-05-09,T08,00:10:00,10,5,Red,P0798,Carlos A.,Carlos Andre,20,2,Blue
G007950,23-05-05,T17,,8,6,Red,P0707,Casey Faure,Casey Faure,,6,Blue
G015030,23-11-07,T15,00:28:50,6,3,Red,P0257,Paul Moreau,Paul Moreau,,6,Red
G003377,24-07-03,T08,00:14:00,8,3,Red,P0401,Morgan Mercier,Morgan Mercier,21,1,Blue
G022272,24-02-12,T25,00:19:00,3,4,Blue,P0486,Mohamed Faure,Mohamed Faure,30,3,Red
G006274,25-11-03,T24,00:55:13,0,4,Blue,P0662,Mila Faure,Mila Faure,44,0,Red
G004508,24-10-30,T26,00:14:00,5,3,Red,P0214,Moreau Youssef,Youssef Moreau,31,1,Blue
G017377,23-07-16,T22,00:17:31,2,3,Blue,P0233,Luc R.,Luc Robert,,0,Red
G018122,23-10-02,T11,00:50:16,2,0,Red,P0438,Youssef Robert,Youssef Robert,20,0,Blue
G010093,25-07-11,T18,00:05:00,4,4,,P0393,Jamie Morel,Jamie Morel,21,3,Blue
G005218,23-12-04,T29,00:58:14,1,9,Blue,P0036,Liam,Liam Kovacs,,1,Red
G003568,24-12-08,T29,00:10:00,9,2,Red,P0445,Mateo,Mateo Martin,20,1,Blue
G005025,24-08-10,T02,,0,2,Blue,P0139,Morgan Durand,Morgan Durand,20,2,Blue
G019856,23-09-14,T23,00:11:07,3,7,Blue,P0472,D. Andre,Diego Andre,,0,Red
G006932,24-03-09,T11,,10,5,Red,P0392,Riley R.,Riley Richard,21,1,Blue
G000608,25-07-31,T22,00:11:00,6,0,Red,P0677,Olivia Rousseau,Olivia Rousseau,,0,Blue
G005057,23-09-23,T19,,1,9,Blue,P0566,Pierre Bernard,Pierre Bernard,42,0,Red
G008935,25-05-26,T23,,0,7,Blue,P0003,Liam Thomas,Liam Thomas,,0,Red
G024064,23-03-07,T13,00:19:00,9,4,Red,P0722,Isabella Leroy,Isabella Leroy,,4,Blue
G019288,24-09-21,T07,00:12:40,2,,,P0758,Taylor Muller,Taylor Muller,,one,Red
G009896,25-03-14,T17,00:32:33,1,4,Blue,P0778,Antoine Girard,Antoine Girard,21,three,Red
G023930,24-02-13,T10,00:05:00,1,7,Blue,P0224,Nakamura Taylor,Taylor Nakamura,,1,Red
G003290,24-06-30,T08,00:14:29,2,8,Blue,P0208,Morgan Rossi,Morgan Rossi,,1,Red
G017795,23-06-05,T30,00:36:28,1,7,Blue,P0351,Jordan R.,Jordan Robert,20,5,Blue
G000677,24-05-01,T15,00:25:25,9,9,,P0280,C. Rossi,Casey Rossi,,7,Blue
G013196,23-08-25,T12,00:08:34,0,1,Blue,P0327,Diego Clement,Diego Clement,21,0,Red
G007047,24-08-23,T18,00:10:00,6,2,Red,P0689,M. Garcia,Mila Garcia,20,0,Red
G019115,23-03-21,T09,,8,2,,P0151,Muller Maria,Maria Muller,20,2,Red
G008023,25-09-23,T17,00:07:00,4,1,Red,P0714,Mila Clement,Mila Clement,20,2,Red
G000928,25-11-16,T17,00:18:00,3,6,Blue,P0009,Liam Girard,Liam Girard,,0,Blue
G004781,25-10-11,T30,00:59:40,8,9,Blue,P0669,Luc Mercier,Luc Mercier,43,5,Blue
G019970,23-06-18,T11,,9,3,Red,P0123,Taylor N.,Taylor Nakamura,21,5,Red
G021365,25-09-19,T04,00:22:33,5,0,Red,P0179,Ethan Andre,Ethan Andre,36,0,Blue
G007501,25-12-22,T27,,8,10,Blue,P0601,Moreau Carlos,Carlos Moreau,,2,Red
G022342,25-05-14,T30,00:19:00,10,6,Red,P0263,Mila P.,Mila Petit,21,4,Blue
G006880,25-09-28,T26,,3,2,Red,P0054,Noah Kim,Noah Kim,,0,Red
G010049,25-05-18,T08,,8,1,Red,P0570,Maria Faure,Maria Faure,21,7,Red
G012243,25-05-29,T30,00:12:26,10,7,Red,P0514,L. Philippe,Leo Philippe,,1,Red
G002768,25-04-18,T11,00:22:36,6,2,Red,P0317,Eric,Eric Nakamura,,1,Blue
G020124,25-10-10,T15,,0,9,Blue,P0415,Carlos Lopez,Carlos Lopez,,0,Red
G020327,25-06-29,T30,,3,6,Blue,P0211,Ava Robert,Ava Robert,,3,Red
G004663,23-08-04,T09,00:34:18,2,10,Blue,P0290,Olivia Laurent,Olivia Laurent,21,2,Blue
G011788,23-10-09,T16,,6,1,Red,P0632,M. Silva,Maya Silva,20,3,Red
G006536,25-03-27,T21,00:11:14,8,1,Red,P0106,Moreau Leo,Leo Moreau,20,5,Red
G003376,23-11-04,T08,,2,3,Blue,P0486,Mohamed Faure,Mohamed Faure,20,2,Blue
G011630,24-03-03,T25,00:11:20,7,7,,P0394,C. Mercier,Casey Mercier,,3,Blue
G023767,25-08-06,T22,00:16:00,1,4,Blue,P0769,Eric R.,Eric Rousseau,,1,Blue
G022609,24-11-27,T26,00:11:00,5,3,Red,P0363,Liam Moreau,Liam Moreau,,2,Red
G017101,24-02-24,T22,00:10:00,10,8,,P0474,Mateo Laurent,Mateo Laurent,20,one,Red
G017424,25-11-07,T30,00:18:00,2,5,Blue,P0710,C. Kovacs,Camille Kovacs,,0,Red
G013459,25-11-06,T24,00:06:53,0,9,Blue,P0783,Diego Laurent,Diego Laurent,20,0,Red
G001618,23-08-10,T17,00:37:24,0,7,Blue,P0175,Ava M.,Ava Martin,,3,Blue
G001045,23-10-18,T10,00:20:00,3,,Red,P0176,Hugo Garnier,Hugo Garnier,,2,Red
G016727,24-12-14,T01,00:19:00,5,5,,P0085,Lucas Girard,Lucas Girard,36,4,Red
G002910,24-07-25,T03,,10,6,Red,P0235,Morgan Rousseau,Morgan Rousseau,,5,Blue
G022904,23-07-19,T10,,8,0,Red,P0530,Petit Jordan,Jordan Petit,20,0,Blue
G007545,23-11-23,T22,,2,4,Blue,P0795,Pierre Garnier,Pierre Garnier,,1,Red
G001969,25-03-30,T14,00:12:41,9,0,Red,P0701,Carlos Kim,Carlos Kim,20,0,Blue
G013348,23-06-26,T12,00:48:20,1,8,Blue,P0055,O. Nakamura,Olivia Nakamura,20,4,Blue
G005199,25-08-13,T17,,8,3,,P0328,Ava Leroy,Ava Leroy,,1,Blue
G018105,25-04-18,T24,,2,6,Blue,P0312,Nakamura Julie,Julie Nakamura,,1,Red
G021645,23-02-21,T08,00:08:00,8,10,Blue,P0191,Lena Andre,Lena Andre,,0,Red
G001037,24-02-05,T07,00:49:16,2,4,Blue,P0786,M. Kovacs,Mohamed Kovacs,,ten,Red
G017662,25-07-03,T11,,7,2,Red,P0031,Antoine Mercier,Antoine Mercier,,6,Blue
G017235,24-03-30,T17,,5,6,Blue,P0730,Y. Bernard,Youssef Bernard,20,4,Red
G012261,23-07-20,T17,,7,9,Blue,P0369,L. Kim,Lena Kim,,1,Red
G007487,24-09-07,T01,00:15:02,0,,Red,P0227,A. Mercier,Antoine Mercier,20,0,Blue
G019408,25-05-14,T17,,0,8,Blue,P0190,Taylor,Taylor Philippe,20,6,Blue
G004799,25-11-18,T03,,1,0,,P0782,S. Rossi,Sam Rossi,,0,Blue
G010438,24-11-30,T17,,4,3,Red,P0492,Olivia. Lopez,Olivia Lopez,21,3,Red
G11503,23-11-21,T19,,9,1,Red,P0468,Robert Lucas,Lucas Robert,21,4,Red
G003216,24-01-03,T14,,3,8,Blue,P0163,Thomas Youssef,Youssef Thomas,19,4,Blue
G017053,24-01-06,T30,,5,9,Blue,P0159,Julien M.,Julien Moreau,,7,Blue
G016704,25-01-31,T30,00:31:28,10,,,P0484,Mercier Eric,Eric Mercier,,3,Blue
G011256,23-05-07,T20,,1,5,Blue,P0516,Ava Morel,Ava Morel,,2,Blue
G022354,23-08-25,T12,00:17:43,9,9,,P0597,Ava Girard,Ava Girard,20,4,Red
G021307,23-08-18,T26,,9,0,Red,P0612,Pierre Kovacs,Pierre Kovacs,,0,Blue
G005208,24-08-04,T02,00:17:23,3,,,P0417,Julie Muller,Julie Muller,23,1,Red
G021136,23-08-23,T30,,6,7,Blue,P0510,Noah Moreau,Noah Moreau,,6,Red
